#id arrival runtime priority memsize
1	6	28	3	206
2	16	23	1	33
3	19	26	0	63
4	28	13	7	5
5	30	2	6	198
6	39	20	2	112
7	47	27	9	152
8	56	20	2	60
9	65	22	3	42
10	65	28	1	44
11	66	1	6	118
12	73	27	0	104
13	78	17	4	121
14	83	1	2	30
15	91	25	6	18
16	93	7	5	97
17	103	16	6	232
18	110	6	1	55
19	113	27	6	155
20	119	11	6	28
21	119	0	10	237
22	121	7	5	149
23	130	19	2	84
24	135	24	10	7
25	135	26	0	247
26	142	15	3	67
27	147	17	8	176
28	151	7	7	56
29	161	20	6	140
30	167	7	9	247
31	177	21	0	207
32	179	24	4	133
33	180	0	8	79
34	185	25	4	198
35	193	8	9	128
36	195	11	2	221
37	205	12	0	252
38	211	9	5	122
39	218	2	5	6
40	221	21	10	246
41	223	19	7	167
42	229	0	2	173
43	239	18	1	19
44	243	3	0	192
45	252	9	4	206
46	259	21	8	40
47	260	5	0	30
48	268	20	6	12
49	273	11	4	234
50	274	29	0	241
51	279	4	0	30
52	288	27	8	105
53	295	15	9	164
54	301	21	5	168
55	304	13	9	182
56	305	15	0	239
57	307	14	5	218
58	314	25	4	17
59	314	1	7	215
60	324	24	3	6
61	324	21	8	230
62	328	1	0	251
63	331	18	6	31
64	340	10	1	86
65	346	26	4	250
66	352	25	3	129
67	358	21	5	133
68	358	14	10	103
69	364	11	6	251
70	371	9	3	152
71	373	4	4	209
72	375	3	9	126
73	383	17	10	121
74	387	28	7	20
75	395	29	3	251
76	401	7	6	112
77	406	23	10	1
78	411	3	10	170
79	421	29	3	26
80	426	0	9	186
81	426	20	3	194
82	432	4	2	66
83	440	16	8	97
84	444	2	4	234
85	448	29	9	201
86	451	27	1	27
87	461	27	2	101
88	465	12	4	254
89	469	24	6	99
90	471	28	1	116
91	471	8	2	18
92	473	20	10	67
93	480	28	10	248
94	484	18	10	57
95	487	20	3	242
96	487	13	7	106
97	497	18	2	3
98	506	27	10	64
99	506	5	8	78
100	509	9	2	207
101	512	1	5	25
102	512	1	7	1
103	516	14	6	177
104	521	14	6	52
105	523	26	3	202
106	531	15	6	169
107	540	9	4	232
108	549	14	7	90
109	555	22	5	187
110	559	7	7	240
111	559	4	9	222
112	561	24	4	21
113	568	28	1	118
114	574	3	6	108
115	583	6	2	107
116	586	21	7	57
117	586	1	0	85
118	587	28	8	175
119	592	5	3	100
120	599	27	10	187
121	601	24	3	89
122	607	8	6	1
123	613	20	1	249
124	620	5	4	163
125	630	28	7	99
126	638	23	9	171
127	647	5	10	186
128	653	4	5	31
129	659	26	10	156
130	664	1	4	210
131	667	6	7	243
132	668	23	2	32
133	669	15	8	240
134	670	7	2	98
135	675	10	1	239
136	680	26	5	140
137	683	7	10	165
138	691	27	7	19
139	699	11	7	132
140	708	15	8	86
141	710	25	7	105
142	719	5	10	241
143	724	10	1	179
144	729	21	8	169
145	738	5	4	176
146	747	12	3	114
147	747	29	3	58
148	753	3	6	134
149	754	22	10	126
150	762	7	0	182
151	769	24	1	150
152	775	9	8	38
153	777	27	6	47
154	786	24	5	79
155	792	23	3	65
156	798	10	5	113
157	808	19	4	157
158	817	14	10	143
159	820	16	4	91
160	824	26	9	231
161	834	18	7	187
162	843	9	2	206
163	850	1	3	125
164	853	23	7	147
165	853	22	7	119
166	855	7	0	218
167	856	21	2	152
168	860	12	1	248
169	870	15	7	249
170	875	22	1	22
171	878	11	3	113
172	887	6	5	176
173	895	20	3	13
174	899	11	5	235
175	905	8	0	95
176	906	14	9	220
177	912	8	7	93
178	915	9	2	9
179	924	19	9	146
180	927	28	1	223
181	928	15	0	225
182	935	5	10	103
183	941	9	9	190
184	950	9	7	223
185	959	8	5	98
186	967	3	2	239
187	968	22	10	185
188	978	5	5	17
189	980	28	3	59
190	987	3	7	194
191	997	27	9	83
192	1006	4	10	37
193	1012	10	2	3
194	1014	13	7	207
195	1018	29	5	186
196	1023	22	0	89
197	1023	14	3	243
198	1026	27	8	254
199	1027	27	6	30
200	1034	27	2	200
201	1042	28	5	136
202	1049	24	0	146
203	1054	14	1	222
204	1054	22	3	153
205	1057	29	5	69
206	1060	26	4	154
207	1065	14	0	183
208	1068	0	3	256
209	1071	3	9	256
210	1076	1	10	173
211	1085	0	4	50
212	1095	23	9	63
213	1095	25	5	7
214	1098	25	3	2
215	1105	12	6	234
216	1107	22	9	152
217	1111	1	5	254
218	1112	2	5	5
219	1112	21	7	242
220	1116	15	10	252
221	1122	12	3	234
222	1123	21	0	209
223	1129	7	4	207
224	1132	13	3	84
225	1135	11	2	94
226	1144	20	3	37
227	1150	10	7	32
228	1151	3	2	111
229	1151	15	1	242
230	1159	4	6	187
231	1166	21	10	62
232	1175	8	3	175
233	1182	27	5	144
234	1184	15	3	10
235	1187	16	6	31
236	1193	11	10	136
237	1193	23	4	34
238	1203	5	0	143
239	1211	21	3	82
240	1211	28	9	191
241	1211	14	1	156
242	1218	4	9	254
243	1218	14	4	92
244	1228	2	9	120
245	1229	18	6	56
246	1229	17	4	75
247	1231	8	2	43
248	1241	29	7	174
249	1251	11	0	159
250	1259	10	6	4
251	1259	26	3	213
252	1260	5	7	242
253	1260	7	0	53
254	1265	5	4	49
255	1275	4	7	239
256	1280	29	7	223
257	1289	20	9	178
258	1292	18	1	19
259	1292	0	0	51
260	1293	3	0	117
261	1299	4	8	112
262	1302	8	6	61
263	1309	17	7	124
264	1311	26	2	186
265	1317	14	4	0
266	1318	7	10	64
267	1325	3	10	9
268	1330	20	8	194
269	1336	25	10	34
270	1341	5	7	150
271	1346	9	1	11
272	1351	7	6	254
273	1351	2	8	50
274	1355	29	1	256
275	1360	10	7	52
276	1366	29	9	99
277	1371	15	9	128
278	1372	16	8	67
279	1380	26	1	61
280	1380	14	10	84
281	1385	19	0	13
282	1386	7	6	80
283	1393	0	2	89
284	1395	1	3	203
285	1401	8	1	24
286	1406	17	10	143
287	1412	4	1	151
288	1416	8	3	125
289	1422	22	3	4
290	1432	3	1	68
291	1439	4	8	71
292	1440	14	2	244
293	1448	21	9	185
294	1448	26	1	63
295	1453	0	0	74
296	1456	26	3	85
297	1459	8	4	24
298	1462	4	7	17
299	1466	28	7	90
300	1466	9	8	101
301	1475	19	8	126
302	1476	10	1	75
303	1486	23	1	142
304	1487	18	7	2
305	1496	16	5	16
306	1497	28	0	240
307	1499	20	6	59
308	1499	18	7	38
309	1508	26	3	170
310	1518	16	1	149
311	1523	0	5	195
312	1528	16	9	15
313	1537	8	3	40
314	1537	18	1	65
315	1542	29	1	154
316	1551	25	10	98
317	1560	8	4	120
318	1563	4	2	179
319	1569	29	0	237
320	1573	13	2	239
321	1581	4	9	238
322	1586	16	7	146
323	1588	12	2	4
324	1591	1	6	31
325	1601	16	7	13
326	1603	19	7	247
327	1606	29	7	126
328	1609	29	6	136
329	1619	24	5	210
330	1629	22	10	192
331	1636	5	1	22
332	1643	14	1	194
333	1646	13	8	6
334	1651	25	1	59
335	1652	5	1	48
336	1652	8	1	180
337	1662	10	0	217
338	1665	6	10	161
339	1671	12	7	235
340	1674	2	9	25
341	1678	6	10	37
342	1687	4	2	200
343	1691	10	10	53
344	1692	13	2	229
345	1696	29	6	46
346	1704	10	4	73
347	1707	23	4	174
348	1714	6	1	39
349	1719	21	3	222
350	1727	7	9	249
351	1735	6	4	130
352	1742	14	5	168
353	1746	19	4	215
354	1750	20	1	33
355	1755	16	0	23
356	1760	23	7	137
357	1770	17	0	247
358	1776	0	7	250
359	1779	1	8	241
360	1781	7	4	51
361	1782	29	1	248
362	1784	4	8	55
363	1789	17	5	44
364	1796	29	8	240
365	1798	7	3	74
366	1801	9	7	201
367	1807	3	1	32
368	1809	4	8	31
369	1810	21	4	76
370	1820	9	7	254
371	1829	13	4	10
372	1832	0	9	241
373	1839	1	9	26
374	1846	11	2	34
375	1849	8	8	86
376	1856	28	6	169
377	1858	9	8	243
378	1858	18	5	72
379	1864	28	10	35
380	1872	24	0	237
381	1882	19	8	92
382	1882	8	7	131
383	1883	24	7	112
384	1891	16	4	67
385	1901	21	9	139
386	1905	27	4	74
387	1905	29	7	178
388	1906	7	6	23
389	1909	0	2	153
390	1912	5	5	16
391	1913	19	9	4
392	1915	20	4	149
393	1915	1	10	166
394	1918	8	2	92
395	1923	4	6	132
396	1924	28	2	44
397	1930	0	4	90
398	1940	14	10	173
399	1947	23	5	148
400	1955	9	8	165
401	1962	14	1	16
402	1969	2	8	208
403	1978	2	3	113
404	1984	15	2	113
405	1989	22	8	117
406	1990	26	2	149
407	1992	22	6	31
408	2002	12	7	56
409	2009	20	2	80
410	2018	26	4	88
411	2019	5	5	207
412	2029	4	4	215
413	2030	29	7	8
414	2035	13	9	90
415	2037	14	4	4
416	2042	14	6	171
417	2046	4	5	11
418	2050	6	8	100
419	2054	4	7	233
420	2061	14	4	88
421	2070	16	10	182
422	2079	1	8	49
423	2079	2	2	83
424	2089	26	5	138
425	2091	6	3	174
426	2097	18	8	158
427	2097	11	10	52
428	2099	23	4	174
429	2101	16	3	65
430	2108	16	10	36
431	2118	12	9	186
432	2124	8	10	14
433	2124	16	2	0
434	2125	15	2	112
435	2128	22	7	197
436	2129	6	5	181
437	2137	7	0	124
438	2143	13	9	187
439	2150	15	1	40
440	2157	29	10	120
441	2157	19	1	218
442	2158	23	1	77
443	2159	18	6	161
444	2162	20	2	178
445	2166	13	1	153
446	2172	4	0	66
447	2173	28	3	237
448	2183	12	2	136
449	2185	8	10	205
450	2189	23	3	41
451	2192	14	4	178
452	2200	5	2	131
453	2202	8	10	29
454	2210	22	8	61
455	2220	27	6	177
456	2230	19	6	117
457	2239	28	2	217
458	2239	1	5	218
459	2242	8	5	48
460	2242	21	0	213
461	2249	12	10	88
462	2256	9	1	240
463	2261	19	1	254
464	2263	29	4	50
465	2272	11	0	50
466	2282	1	10	15
467	2284	15	1	193
468	2291	20	3	254
469	2299	28	5	121
470	2305	28	7	109
471	2306	29	3	241
472	2307	0	1	207
473	2309	9	6	27
474	2314	15	2	12
475	2319	4	7	30
476	2324	27	3	24
477	2324	26	3	61
478	2326	7	5	126
479	2331	20	3	225
480	2335	28	1	255
481	2337	9	4	114
482	2343	21	10	214
483	2353	20	0	134
484	2357	23	1	147
485	2367	10	8	213
486	2368	22	0	42
487	2376	1	9	253
488	2380	13	2	12
489	2383	11	7	31
490	2383	19	8	1
491	2393	1	0	111
492	2402	2	3	243
493	2405	25	5	124
494	2415	23	7	215
495	2420	18	5	169
496	2420	26	9	81
497	2421	11	9	182
498	2421	20	10	112
499	2431	23	10	65
500	2439	1	2	53
501	2439	3	1	250
502	2448	26	3	107
503	2455	6	9	113
504	2456	8	5	207
505	2458	26	2	165
506	2465	9	10	225
507	2471	5	0	89
508	2481	27	1	130
509	2486	17	4	226
510	2491	19	4	26
511	2492	15	5	91
512	2500	13	3	31
513	2503	9	8	18
514	2506	23	2	222
515	2509	22	0	155
516	2511	29	7	185
517	2511	27	8	19
518	2517	9	4	77
519	2527	24	8	106
520	2537	29	4	256
521	2541	16	7	99
522	2547	20	6	234
523	2555	26	8	0
524	2561	8	4	56
525	2566	5	7	23
526	2575	23	8	121
527	2583	11	3	48
528	2587	1	6	217
529	2593	27	3	85
530	2599	15	0	218
531	2600	4	0	42
532	2602	28	9	152
533	2603	1	6	152
534	2606	27	5	80
535	2611	18	6	122
536	2614	13	5	145
537	2614	5	0	178
538	2619	3	6	249
539	2626	26	0	71
540	2632	21	2	86
541	2633	9	2	80
542	2641	6	4	62
543	2645	1	10	204
544	2655	23	4	190
545	2655	20	1	157
546	2658	19	8	204
547	2668	22	7	82
548	2671	4	9	231
549	2676	4	8	159
550	2681	4	5	130
551	2690	28	1	193
552	2697	12	3	179
553	2697	15	0	209
554	2706	5	1	195
555	2711	15	1	81
556	2717	13	0	31
557	2727	7	4	226
558	2732	24	9	179
559	2733	8	10	204
560	2736	28	2	196
561	2742	3	5	194
562	2750	19	10	201
563	2751	20	6	255
564	2761	22	6	163
565	2761	23	0	253
566	2766	8	8	161
567	2772	1	10	239
568	2782	5	0	108
569	2784	21	5	100
570	2791	4	10	82
571	2795	19	3	27
572	2804	8	10	210
573	2809	16	2	186
574	2811	23	1	187
575	2818	9	5	43
576	2819	21	6	98
577	2824	26	1	146
578	2825	21	10	61
579	2830	11	4	205
580	2840	4	10	103
581	2849	19	1	122
582	2857	17	7	256
583	2857	16	7	105
584	2858	13	3	211
585	2858	11	7	251
586	2862	0	5	55
587	2867	0	8	26
588	2867	14	6	248
589	2872	16	6	239
590	2877	8	5	212
591	2886	21	4	181
592	2896	25	4	223
593	2896	15	9	150
594	2899	10	9	41
595	2899	17	1	63
596	2899	4	5	119
597	2907	23	7	120
598	2917	24	5	74
599	2927	19	7	66
600	2931	2	5	32
601	2939	18	6	157
602	2944	20	8	162
603	2952	19	2	189
604	2962	14	0	42
605	2968	7	7	133
606	2974	0	0	210
607	2983	24	9	253
608	2987	2	5	62
609	2992	11	0	49
610	2995	15	0	161
611	2998	18	7	114
612	3004	4	10	131
613	3005	28	2	142
614	3009	1	9	24
615	3015	20	1	114
616	3024	22	8	81
617	3028	20	9	84
618	3033	27	8	210
619	3041	21	9	207
620	3051	29	1	5
621	3052	23	6	66
622	3054	17	4	207
623	3062	19	6	9
624	3071	15	7	33
625	3072	12	10	163
626	3072	1	0	53
627	3079	7	10	27
628	3084	8	7	176
629	3085	12	10	89
630	3088	11	10	137
631	3092	17	7	90
632	3098	2	0	209
633	3101	19	8	117
634	3103	26	1	21
635	3110	21	3	50
636	3116	23	6	173
637	3116	27	7	169
638	3120	0	2	90
639	3127	8	6	236
640	3137	26	4	116
641	3139	20	6	247
642	3149	27	1	49
643	3150	25	6	65
644	3154	29	2	143
645	3158	10	4	184
646	3160	22	1	53
647	3163	19	8	216
648	3172	26	1	142
649	3173	4	5	158
650	3183	1	3	6
651	3192	22	8	85
652	3200	14	3	143
653	3207	27	5	201
654	3208	5	4	173
655	3217	9	3	140
656	3227	8	8	2
657	3236	23	6	74
658	3241	9	6	246
659	3245	20	2	151
660	3245	28	10	243
661	3254	12	2	202
662	3261	4	0	220
663	3265	3	1	78
664	3272	15	0	205
665	3278	19	0	73
666	3281	18	1	254
667	3287	22	8	198
668	3293	21	1	253
669	3301	20	0	99
670	3309	19	7	255
671	3310	23	1	127
672	3312	27	9	192
673	3316	6	8	105
674	3318	29	0	192
675	3326	10	2	3
676	3327	2	3	81
677	3330	9	1	215
678	3340	5	9	182
679	3343	17	4	57
680	3351	9	3	200
681	3360	12	5	34
682	3365	26	8	20
683	3375	26	3	190
684	3385	13	7	78
685	3391	17	0	90
686	3395	15	4	72
687	3403	25	1	212
688	3412	10	3	160
689	3422	23	6	191
690	3431	25	4	240
691	3441	6	6	38
692	3442	4	9	216
693	3452	26	10	174
694	3458	20	7	38
695	3466	28	5	70
696	3475	0	9	231
697	3476	24	0	194
698	3480	28	6	77
699	3490	28	8	93
700	3492	5	5	147
701	3493	0	3	139
702	3497	1	7	40
703	3503	9	5	154
704	3508	29	8	32
705	3514	11	1	64
706	3514	21	1	251
707	3519	1	8	135
708	3522	6	7	97
709	3526	5	10	145
710	3533	23	9	59
711	3536	14	2	136
712	3539	0	10	241
713	3543	9	7	18
714	3547	3	1	138
715	3555	28	1	160
716	3564	17	3	88
717	3571	7	9	148
718	3577	1	4	210
719	3582	25	4	62
720	3585	22	5	238
721	3595	7	8	32
722	3605	2	8	214
723	3611	25	6	216
724	3616	26	3	102
725	3625	27	2	107
726	3631	13	9	255
727	3640	20	9	224
728	3641	8	5	152
729	3645	6	0	100
730	3654	21	9	197
731	3657	3	7	125
732	3666	3	7	132
733	3676	28	9	27
734	3678	4	6	139
735	3683	13	9	206
736	3688	23	5	138
737	3691	4	9	91
738	3700	19	4	24
739	3710	12	9	118
740	3717	13	3	234
741	3718	10	10	242
742	3723	15	0	77
743	3730	4	4	182
744	3730	11	6	32
745	3740	26	2	153
746	3740	18	9	36
747	3743	10	4	220
748	3751	12	3	10
749	3757	6	8	9
750	3762	7	9	219
751	3770	7	9	122
